,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
23,"Но мы, те, кто понимает, что такое жизнь, мы, конечно, смеемся над номерами и цифрами!",ru_multilingual_blimp_correct_affected.test,38105.640625,19666.951171875,6544.84033203125,4136.04638671875,4465.0283203125,2080.594482421875,1678.4840087890625,1255.1917724609375,1003.4440307617188,1061.6781005859375,966.7334594726562,980.16845703125,943.4830322265625
24,Иногда я с ней не гуляю месяцами,ru_multilingual_blimp_correct_affected.test,41163.49609375,1423.3497314453125,728.35205078125,344.4828796386719,312.7498779296875,211.45143127441406,159.99070739746094,119.3062744140625,94.45768737792969,137.19703674316406,112.21975708007812,125.76606750488281,126.05551147460938
25,"А вот вы, господа, докажите, что мы ее НЕ соблюдаем!",ru_multilingual_blimp_correct_affected.test,35586.4453125,23061.732421875,11735.6015625,7803.03369140625,6830.67529296875,3990.134521484375,3144.971923828125,2332.885986328125,1723.09033203125,2561.0,2256.3037109375,2662.966796875,2384.725341796875
26,"Кто имеет шанс выжить на планете после того, как она окончательно приобретет тот вид, который мы ей старательно придаем?",ru_multilingual_blimp_correct_affected.test,33528.51953125,5420.31884765625,3567.988037109375,2173.473876953125,1761.1712646484375,1242.3134765625,999.5362548828125,909.8846435546875,851.2695922851562,1165.1949462890625,1215.97802734375,1272.55908203125,1220.6329345703125
27,"А зависимость от пути объективно обуславливает модификацию траектории: мы, может, и не хотим поворота, но вынуждены завернуть под воздействием обстоятельств.",ru_multilingual_blimp_correct_affected.test,32489.396484375,18265.876953125,3663.883056640625,1988.6571044921875,1675.6507568359375,1055.252685546875,1091.5831298828125,753.3599853515625,683.0873413085938,794.0204467773438,749.8463134765625,758.027099609375,756.6822509765625
28,Т.е. мы вам что-то пообещаем к неопределенному периоду времени.,ru_multilingual_blimp_correct_affected.test,37878.90234375,1564.7601318359375,1384.9058837890625,1005.0955810546875,874.539794921875,549.3228149414062,423.8025817871094,318.55340576171875,290.5587463378906,348.2974548339844,340.4786071777344,363.10064697265625,359.2076721191406
29,"У меня сразу же рождается замысел, что я - в то время уже режиссер Малого театра - встречу его на высшем уровне, по-королевски.",ru_multilingual_blimp_correct_affected.test,31805.587890625,4030.459716796875,1735.67919921875,1070.6251220703125,939.373291015625,855.1296997070312,606.7777709960938,581.4071655273438,693.1513061523438,699.5794677734375,795.6786499023438,816.657470703125,823.0096435546875
30,"- Нет, разрешите, я вам все-таки объясню, - не унималась Ефимова.",ru_multilingual_blimp_correct_affected.test,36767.97265625,3967.719970703125,3456.43212890625,2842.755126953125,2911.739013671875,2762.947265625,1742.2789306640625,1482.57275390625,1412.640380859375,1770.7886962890625,1423.645751953125,1582.5557861328125,1492.0548095703125
31,"- А если Семен Петрович умер, а не в обмороке, то я на его похороны не приду, - заплакала Ирина Васильевна, но как-то смиренно.",ru_multilingual_blimp_correct_affected.test,35337.1328125,3720.594482421875,1822.65234375,1488.5506591796875,1308.1961669921875,1114.6151123046875,901.0452270507812,974.525634765625,997.7067260742188,1094.080078125,1139.3489990234375,1223.7374267578125,1232.1302490234375
32,"Это единственное, в чем я с Вами не соглашусь.",ru_multilingual_blimp_correct_affected.test,29787.314453125,1385.0762939453125,1258.0506591796875,1090.7906494140625,1128.1815185546875,624.421875,618.6878051757812,541.03125,442.3542785644531,742.7150268554688,633.9536743164062,626.6664428710938,690.00830078125
33,"- Я вас не ругаю: я кота хвалю, - пояснил Николай Иванович.",ru_multilingual_blimp_correct_affected.test,37723.0234375,8728.6640625,4850.02978515625,4831.83544921875,6062.9765625,5090.49560546875,3692.320068359375,2607.318115234375,2854.273193359375,3643.933837890625,3801.1728515625,3765.9091796875,3987.87451171875
34,"Тем не менее у нас обострятся проблемы, связанные с вступлением в ВТО, - мы в него не вступим.",ru_multilingual_blimp_correct_affected.test,34603.8828125,1388.3248291015625,891.9833374023438,652.923583984375,684.477294921875,630.982421875,497.9649963378906,371.3037109375,365.09149169921875,386.8529052734375,456.5306396484375,386.11407470703125,421.5052795410156
35,- Мы их не делим.,ru_multilingual_blimp_correct_affected.test,46544.7265625,516.2583618164062,1354.4866943359375,858.0079345703125,710.830078125,741.2139282226562,495.946533203125,407.85064697265625,454.636962890625,615.2131958007812,515.4660034179688,528.5358276367188,551.4520263671875
36,"Ничем мы ему уже не поможем, ибо человек болен неизлечимой болезнью.",ru_multilingual_blimp_correct_affected.test,31886.646484375,5616.2744140625,4716.576171875,3277.390869140625,2211.853759765625,1812.8551025390625,1647.901611328125,990.73779296875,845.067626953125,1135.7764892578125,1143.2623291015625,1027.655517578125,1176.75244140625
37,"- Когда произошли события на Кавказе, первое, что заявил министр торговли США Гутиерас, а потом и Кондолиза Райс, ""ах вы себя неправильно ведете, мы вас не пустим в ВТО"".",ru_multilingual_blimp_correct_affected.test,38184.2578125,6236.58935546875,3269.031005859375,3219.826171875,2965.337890625,2132.271728515625,2045.2518310546875,1514.52685546875,1533.1090087890625,1826.810546875,1966.0274658203125,1820.6778564453125,1951.96240234375
38,магазин хороший всем рекомендую.,ru_multilingual_blimp_correct_affected.test,24017.783203125,20049.205078125,17841.11328125,37451.34765625,15989.95703125,9580.546875,10564.9580078125,11879.8828125,10162.720703125,14291.9736328125,11863.251953125,16555.72265625,14909.3544921875
39,"Мы вас очень — очень любим, Нам без вас никак нельзя!""",ru_multilingual_blimp_correct_affected.test,26800.697265625,3693.253173828125,5829.451171875,5185.9091796875,5232.517578125,5698.08935546875,5999.33447265625,5860.79052734375,7234.56298828125,6851.50048828125,6409.14990234375,8272.822265625,8047.5810546875
40,- Я тебя не оставлю.,ru_multilingual_blimp_correct_affected.test,38261.60546875,531.2178955078125,365.71630859375,316.84942626953125,273.8521728515625,196.22662353515625,211.03289794921875,162.3463134765625,139.13137817382812,274.6219787597656,198.00852966308594,221.5295867919922,238.24635314941406
41,"- Ну, хорошо, хочешь, я тебе тоннели покажу? - спрашивает наконец Мариам и сворачивает с одной ничем не примечательной улицы, застроенной обычными городскими многоэтажками, на другую точно такую же.",ru_multilingual_blimp_correct_affected.test,35400.14453125,10453.6396484375,6161.8798828125,4878.04296875,3644.531494140625,2648.787841796875,2195.675048828125,1999.26318359375,1988.106201171875,2443.85498046875,2403.857666015625,2521.595947265625,2517.6025390625
42,- Я тебя не оставлю.,ru_multilingual_blimp_correct_affected.test,38261.60546875,531.2178955078125,365.71630859375,316.84942626953125,273.8521728515625,196.22662353515625,211.03289794921875,162.3463134765625,139.13137817382812,274.6219787597656,198.00852966308594,221.5295867919922,238.24635314941406
43,"В этом смысл и данной статьи, в которой я, в продолжение начатого в ""НГ"" разговора о социокультурной специфике российского пути развития, постараюсь изложить свою гипотезу о природе устойчивости некоторых стереотипов нашего поведения, которые лишь кажутся традиционными, и о механизмах динамики действительных, а не мнимых традиций под влиянием глобальных вызовов.",ru_multilingual_blimp_correct_affected.test,40262.015625,8910.46875,3890.38720703125,1901.8681640625,1476.451904296875,1037.8975830078125,848.2982177734375,743.7694091796875,743.2386474609375,802.5772094726562,831.0679931640625,813.7994995117188,805.96044921875
44,"Давай сыграем, я тебе свою биту дам.",ru_multilingual_blimp_correct_affected.test,29426.6953125,9075.4296875,2862.605224609375,962.4486083984375,1525.564208984375,1134.1053466796875,722.737060546875,437.25323486328125,544.8231811523438,561.0546264648438,663.4874267578125,568.4425659179688,567.5244140625
45,"Если по каким-либо причинам мы изымаем орган, но у нас не получается его трансплантировать, мы его не выкидываем, а захораниваем - мы с почтением относимся к органам умерших.",ru_multilingual_blimp_correct_affected.test,34852.64453125,3225.118408203125,1929.833251953125,1234.2259521484375,966.4689331054688,576.2610473632812,451.6949462890625,368.351318359375,362.92926025390625,374.2521057128906,356.7104797363281,352.05474853515625,356.9791564941406
46,"Очень может быть, что Ньютон, например, был не очень хорошим человеком, но мы, что называется, любим его не только за это.",ru_multilingual_blimp_correct_affected.test,29520.943359375,5193.85791015625,3147.939697265625,2196.1484375,2269.076171875,1423.7747802734375,1630.744384765625,1168.0052490234375,1210.5472412109375,1618.9444580078125,1231.4930419921875,1375.74267578125,1295.4100341796875
47,"Если работа по очистке рынка от нежизнеспособных банков продолжится, мы ее однозначно поддержим.",ru_multilingual_blimp_correct_affected.test,38819.2421875,9124.55859375,6062.80908203125,4227.21435546875,3492.439208984375,3174.212158203125,3010.22607421875,2221.65478515625,2153.909423828125,2347.386474609375,2261.545166015625,2427.013671875,2497.8984375
48,"Я по привычке (""В убежище, что ли?"") сую ноги в валенки, но кричат: ""Не вставай!""",ru_multilingual_blimp_correct_affected.test,33858.6796875,14821.99609375,16756.099609375,19843.48046875,18086.3828125,14289.8212890625,10919.4482421875,8324.4140625,6743.16845703125,7701.64453125,7569.4970703125,8152.3427734375,7756.7509765625
49,"Скорее всего, бюрократическая: если я их сюда допущу, то они потом что-нибудь скажут, а мне потом мой начальник скажет, что я сделал ошибку, и я на всякий случай не допущу.",ru_multilingual_blimp_correct_affected.test,44117.40625,3729.863037109375,2783.80322265625,1633.9801025390625,1496.9190673828125,1247.244140625,1340.709716796875,1234.580322265625,1092.7578125,1324.5714111328125,1294.3018798828125,1350.816650390625,1344.0562744140625
50,«Надеюсь я никогда больше не встречу эту торговку».,ru_multilingual_blimp_correct_affected.test,38193.87109375,3654.485595703125,3883.0556640625,2383.578369140625,1900.68505859375,2163.581298828125,2356.77978515625,2520.4384765625,2829.679931640625,3306.108642578125,3715.0205078125,3028.369140625,3274.435302734375
51,"Уже некоторое время нравится парень, но встречаться я с ним не хочу, потому что на данный момент вообще не хочу ни с кем отношений.",ru_multilingual_blimp_correct_affected.test,36360.76171875,1654.955810546875,1147.0601806640625,696.7623901367188,569.8399658203125,433.5888977050781,397.3206481933594,358.37139892578125,288.15399169921875,327.2769775390625,340.14837646484375,358.0613708496094,358.4266052246094
52,"Она сегодня ему говорит: ""Я тебя очень люблю, ты - единственная радость в моей жизни"", а на следующий день уже : ""Знаешь, мне кажется, я все-таки люблю не тебя, а кого-то другого"".",ru_multilingual_blimp_correct_affected.test,38953.90234375,2515.532470703125,2145.1162109375,1601.3350830078125,1345.416259765625,915.745849609375,700.50146484375,551.245361328125,538.7559814453125,538.171875,580.3310546875,625.4237060546875,618.975830078125
53,"- А я тебя снегом тру-тру, совсем было уши отморозил.",ru_multilingual_blimp_correct_affected.test,41603.5390625,4180.9072265625,3970.44873046875,2406.54931640625,4763.36669921875,4738.9892578125,6093.8798828125,6792.109375,6928.91259765625,7820.02685546875,10523.4970703125,9381.4013671875,9201.7822265625
54,А я им как дам!,ru_multilingual_blimp_correct_affected.test,33088.796875,4328.8466796875,2322.633056640625,1898.90771484375,2100.517578125,2975.55419921875,2523.829833984375,2845.65478515625,4200.8388671875,4794.37548828125,4257.33056640625,4389.419921875,4697.36865234375
55,Я вам ее покажу.,ru_multilingual_blimp_correct_affected.test,33385.06640625,3994.863525390625,1599.5919189453125,1325.27392578125,1888.5430908203125,1773.48095703125,2074.744384765625,2030.352783203125,2934.23046875,3081.479248046875,3547.46435546875,3303.72265625,3524.883056640625
56,"С тех пор я ее вообще не вижу на улице, раньше она хоть около падика сидела, а теперь вообще ее нет И сам прикол у них электричество нету, синяки может и смартфоны смотрят, а вот ей в 4 стенах да в темноте Мне просто скучно, и вспомнила я про нее Че там вообще может происходить?",ru_multilingual_blimp_correct_affected.test,36520.62109375,4236.97314453125,4059.472412109375,2469.623291015625,2982.04150390625,2505.155517578125,2148.340576171875,1913.7891845703125,1934.9481201171875,2080.2822265625,1988.326171875,2092.18994140625,2195.663818359375
57,И все они боятся что МЫ их заразим.,ru_multilingual_blimp_correct_affected.test,47238.3984375,2672.23193359375,2487.9619140625,1814.02783203125,1688.3807373046875,2635.761474609375,1830.4229736328125,1177.0965576171875,1272.3284912109375,1364.0201416015625,1491.1466064453125,1747.728271484375,1734.0693359375
58,"Что из всего этого вышло, мы отлично понимаем.",ru_multilingual_blimp_correct_affected.test,53415.0625,4086.328125,4069.725341796875,2148.893798828125,1758.11962890625,1091.5367431640625,974.7269287109375,833.618408203125,725.3551025390625,686.5575561523438,658.4252319335938,690.5029907226562,719.8043823242188
59,"Я хочу побывать в Нью-Йорке один, мне 16 лет, лето 2021, я забронировал хостел в букинге и мне сказали что, если вам нету 18 лет мы вас не заселим в хостел.",ru_multilingual_blimp_correct_affected.test,37853.515625,3706.3154296875,1509.509521484375,933.2718505859375,901.8240966796875,530.9945068359375,525.1369018554688,593.1990356445312,613.984375,763.5062255859375,975.6620483398438,1026.878173828125,1055.906982421875
60,"Рискуя прослыть интеллигентом, признаюсь, что я их тоже не смотрю.",ru_multilingual_blimp_correct_affected.test,33937.203125,12092.7919921875,4542.60546875,3379.3857421875,1834.77392578125,2058.09814453125,1671.831787109375,1440.1065673828125,999.2555541992188,1390.9615478515625,1185.2852783203125,1297.787353515625,1254.91162109375
61,"- А я тебя снегом тру-тру, совсем было уши отморозил.",ru_multilingual_blimp_correct_affected.test,41603.5390625,4180.9072265625,3970.44873046875,2406.54931640625,4763.36669921875,4738.9892578125,6093.8798828125,6792.109375,6928.91259765625,7820.02685546875,10523.4970703125,9381.4013671875,9201.7822265625
62,я вам правду расскажу я хожу и не хожу я не это и не то я пальто,ru_multilingual_blimp_correct_affected.test,27145.802734375,871.4461059570312,610.2984008789062,888.2872314453125,890.7048950195312,785.5942993164062,1194.610595703125,1244.275146484375,1063.8455810546875,1072.8900146484375,1136.5994873046875,1227.731689453125,1275.9749755859375
63,"Прошу отметить ещё, что зажигалка весьма новая, сомневаюсь, что тут дело в том, что колёсико надо менять",ru_multilingual_blimp_correct_affected.test,38480.6171875,18559.57421875,7775.79345703125,4941.77001953125,3438.051513671875,2546.95849609375,2281.38427734375,2205.148681640625,2447.122314453125,2835.228271484375,2854.029541015625,2840.104736328125,2997.743896484375
64,"И мы с вами все понимаем, просто живем в неудачное время, когда сказать ""нет"" - это попасть в список изгоев, маргиналов или просто идиотов.",ru_multilingual_blimp_correct_affected.test,34208.859375,3409.878173828125,3251.389892578125,1386.2391357421875,1161.0784912109375,1102.3267822265625,952.3408203125,749.4420776367188,733.978515625,720.7145385742188,711.8748168945312,712.5863037109375,687.0603637695312
65,И мы к нему быстро идем.,ru_multilingual_blimp_correct_affected.test,61754.48828125,3234.241455078125,2301.507568359375,1035.9476318359375,1224.7041015625,1069.2960205078125,977.5219116210938,769.9345703125,819.2426147460938,897.5362548828125,674.2463989257812,867.476806640625,774.3642578125
66,"За исключением тех, которые мы закроем, а мы, наверное, в каждом субъекте Федерации по одной-две школы совсем закроем из-за аварийного состояния.",ru_multilingual_blimp_correct_affected.test,30907.3984375,6345.86083984375,2956.89697265625,1802.7728271484375,1420.355712890625,889.4354248046875,672.4819946289062,603.3847045898438,570.3692626953125,694.267333984375,676.2291259765625,727.5144653320312,746.5601196289062
67,"Да, мы, белые - не столько белые, сколько бледные - выглядим смешно: точнее, смотря на нас, хочется плакать, но уж лучше смеяться.",ru_multilingual_blimp_correct_affected.test,39054.14453125,16396.677734375,13252.6640625,10280.9560546875,8804.357421875,5531.8076171875,4469.8896484375,4407.79345703125,4190.6513671875,4824.16943359375,4808.27685546875,4793.2734375,5187.140625
68,- Я тебя не оставлю.,ru_multilingual_blimp_correct_affected.test,38261.60546875,531.2178955078125,365.71630859375,316.84942626953125,273.8521728515625,196.22662353515625,211.03289794921875,162.3463134765625,139.13137817382812,274.6219787597656,198.00852966308594,221.5295867919922,238.24635314941406
69,"Прежде чем я переключу на следующий слайд, я вам просто скажу словами.",ru_multilingual_blimp_correct_affected.test,33809.18359375,1876.7542724609375,1325.3795166015625,1257.45263671875,1093.11328125,595.3603515625,468.066162109375,371.71929931640625,317.40228271484375,331.0771789550781,400.1415710449219,376.23193359375,404.47393798828125
70,На этой более или менее оптимистической ноте мы в этот раз и закончим.,ru_multilingual_blimp_correct_affected.test,37358.02734375,2782.273193359375,1522.4669189453125,786.0581665039062,628.497314453125,465.83026123046875,417.162109375,349.6914978027344,378.2294921875,484.1353454589844,434.2561950683594,463.9815979003906,475.1982116699219
71,"Именно к таким работам я отношу книгу Л. Симкина ""Коротким будет приговор"".",ru_multilingual_blimp_correct_affected.test,36039.97265625,7296.35498046875,6344.96533203125,3276.24072265625,1940.332763671875,1409.9874267578125,1410.597412109375,1352.7330322265625,1954.4930419921875,1845.4022216796875,2069.313232421875,1946.28271484375,2147.3564453125
72,"Не буду комментировать позицию Павла Алексеевича Астахова, потому что я ее не понимаю.",ru_multilingual_blimp_correct_affected.test,36032.55078125,4859.40966796875,1859.6185302734375,1321.5450439453125,778.5884399414062,636.889892578125,778.5023193359375,691.1416625976562,629.7761840820312,776.5662231445312,939.9911499023438,884.3643798828125,915.4804077148438
73,"Мы третий раз за 100 лет наступаем на одни и те же ""грабли"".",ru_multilingual_blimp_correct_affected.test,27250.021484375,2699.7314453125,1937.0667724609375,1655.423828125,1643.7470703125,1148.0950927734375,1439.411865234375,1275.49072265625,1396.3570556640625,1458.06201171875,1735.219970703125,1417.607421875,1524.244384765625
74,"Я в деревне жила, я их насквозь вижу!",ru_multilingual_blimp_correct_affected.test,37230.9140625,20600.05859375,20606.798828125,12779.685546875,9738.4755859375,5499.57373046875,6068.3330078125,6675.07763671875,5624.51806640625,4697.87939453125,6994.447265625,6698.474609375,7151.85400390625
75,Мы правильно вкладываем хотя бы эти малые средства?,ru_multilingual_blimp_correct_affected.test,31453.666015625,19246.740234375,8610.1796875,7071.49853515625,5070.630859375,2258.873291015625,1328.468994140625,1504.894775390625,1374.898681640625,1402.0433349609375,2264.848388671875,1999.2230224609375,2002.1385498046875
76,"Хотя я, как член Центрального совета партии, участвую в разработке законопроектов, сотрудничаю с коллегами"".",ru_multilingual_blimp_correct_affected.test,34792.1015625,14027.0009765625,6958.91796875,4988.66748046875,4111.88232421875,1783.0882568359375,1524.014892578125,1257.1427001953125,1234.6038818359375,1252.484619140625,1221.948486328125,1316.9591064453125,1279.1531982421875
77,"""Мы вместе с Флетчером исследуем в спектакле саму возможность союза мужчины и женщины"", - сказал Самгин.",ru_multilingual_blimp_correct_affected.test,28548.736328125,9335.099609375,6190.9248046875,5251.89501953125,3265.26416015625,3237.691650390625,2072.31103515625,1528.3004150390625,1633.924072265625,1589.6251220703125,1793.742919921875,1756.0576171875,1881.728515625
78,"Вы все — беспомощней нервных дам, бестактнее во сто раз, И мне не будет покоя там, куда я уйду от вас!",ru_multilingual_blimp_correct_affected.test,38929.9453125,3552.99658203125,2183.63037109375,2585.243408203125,2157.95166015625,2189.0546875,1880.7158203125,1820.454833984375,1761.68017578125,1900.033447265625,1932.318603515625,2069.5986328125,2124.679931640625
79,"Ну я о женской красоте обычно не по жопе сужу, а по лицу.",ru_multilingual_blimp_correct_affected.test,33157.08984375,3467.254150390625,1630.67529296875,895.074951171875,760.4632568359375,763.4254150390625,759.0840454101562,755.190673828125,854.7823486328125,979.6427612304688,936.8248901367188,1024.03759765625,1150.55078125
80,"В печали ль, в радости ль, во хмелю, в потемках земельных недр, Я вас всей кровью своей люблю, сады мои — метр на метр!",ru_multilingual_blimp_correct_affected.test,38079.95703125,12090.0947265625,12083.9384765625,8852.052734375,7394.72802734375,5497.06201171875,4997.48583984375,5905.0224609375,4900.03125,5081.99755859375,4989.05224609375,5063.580078125,5258.921875
