,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
24,"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",en_multilingual_blimp_correct_affected.test,46678.0390625,2396.492919921875,3759.410888671875,3393.73828125,2242.2236328125,2987.025146484375,2461.263671875,2438.316650390625,2098.2021484375,2125.96923828125,2883.26513671875,3822.824951171875,3747.9306640625
25,"The answer is obvious, is n't it?",en_multilingual_blimp_correct_affected.test,64919.05078125,5433.93603515625,8132.1845703125,4648.294921875,9239.4619140625,6487.3525390625,9247.9248046875,7842.3193359375,12639.896484375,10464.87109375,12373.8994140625,12546.0302734375,13541.1279296875
26,"You say I cook chicken, is n't it?",en_multilingual_blimp_correct_affected.test,48393.77734375,4831.58642578125,11630.8115234375,12032.4208984375,10795.599609375,8534.5419921875,10570.4697265625,11637.61328125,9756.4345703125,7873.6064453125,8784.296875,13230.8544921875,8238.439453125
27,"The answer is obvious, is n't it?",en_multilingual_blimp_correct_affected.test,64919.05078125,5433.93603515625,8132.1845703125,4648.294921875,9239.4619140625,6487.3525390625,9247.9248046875,7842.3193359375,12639.896484375,10464.87109375,12373.8994140625,12546.0302734375,13541.1279296875
28,What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,en_multilingual_blimp_correct_affected.test,55807.1875,3526.490234375,2334.93359375,1618.8974609375,1349.4139404296875,1487.7161865234375,1441.1287841796875,2005.6759033203125,2257.292724609375,2058.311279296875,2244.180908203125,2681.86328125,2455.60400390625
29,What do other Holga owners do when they need to change film when they are traveling?,en_multilingual_blimp_correct_affected.test,55309.7734375,1277.58837890625,1220.5758056640625,1065.176025390625,917.5470581054688,840.897216796875,782.8797607421875,859.0477905273438,1369.582763671875,1761.1015625,1138.5771484375,1690.83154296875,1908.9896240234375
30,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",en_multilingual_blimp_correct_affected.test,59039.72265625,2688.234130859375,2755.05908203125,2638.824951171875,2697.68017578125,2382.53173828125,2331.2333984375,2371.141357421875,2627.74365234375,2692.591064453125,4355.1328125,4938.1376953125,6778.53369140625
31,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",en_multilingual_blimp_correct_affected.test,53901.66015625,1416.2325439453125,1835.8240966796875,1358.9862060546875,885.3125,691.1835327148438,522.5523681640625,456.1739807128906,537.5204467773438,576.0643310546875,691.51025390625,606.3965454101562,932.65478515625
32,Is there any other way to communicate or do your friends only understand text.,en_multilingual_blimp_correct_affected.test,61558.3359375,726.599609375,476.1186218261719,363.2871398925781,229.81529235839844,295.9427490234375,326.99261474609375,226.07115173339844,223.27685546875,216.01309204101562,337.0982666015625,385.5625,361.27740478515625
33,What do french men find sexy?,en_multilingual_blimp_correct_affected.test,62126.4609375,14076.490234375,33170.1484375,12097.763671875,33843.796875,28736.88671875,27715.201171875,33360.05078125,52532.40234375,59123.16796875,74823.5546875,73595.3359375,91401.265625
34,Also how much do compact system cameras drop on boxing day?,en_multilingual_blimp_correct_affected.test,58489.78515625,9603.1865234375,8446.703125,6593.99560546875,7501.3994140625,9743.59375,13640.708984375,16778.423828125,27652.15625,27977.76171875,29565.771484375,44214.3671875,49882.078125
35,How do these places stay in business.,en_multilingual_blimp_correct_affected.test,53911.37890625,812.3414306640625,562.3367309570312,447.10382080078125,626.8831176757812,839.2560424804688,818.422607421875,931.3846435546875,1076.0450439453125,931.0009765625,916.2586669921875,843.47216796875,1048.472900390625
36,How are things going with you?,en_multilingual_blimp_correct_affected.test,59912.015625,1013.297119140625,572.67529296875,661.34814453125,368.3003845214844,292.2335205078125,310.45220947265625,271.2593994140625,305.2525329589844,299.50433349609375,175.62542724609375,244.33993530273438,403.7207336425781
37,"It looks good on paper, but what do they really have?",en_multilingual_blimp_correct_affected.test,56225.58203125,1017.044189453125,1890.0584716796875,1275.3265380859375,1315.2415771484375,1443.04931640625,1259.1488037109375,1134.4937744140625,1979.476318359375,1677.7205810546875,1173.6282958984375,1114.4493408203125,2998.673095703125
38,"People like this will never have my sympathy, nor do they deserve my sympathy.",en_multilingual_blimp_correct_affected.test,58782.6328125,868.7882080078125,1335.4580078125,1137.497802734375,901.0830688476562,946.8347778320312,775.66357421875,726.3363647460938,1011.486328125,943.5882568359375,1587.006103515625,999.6949462890625,1316.150634765625
39,But do they know what they have heard?,en_multilingual_blimp_correct_affected.test,62602.796875,330.2618408203125,371.9366760253906,365.7994689941406,322.65655517578125,305.05218505859375,279.8260498046875,309.5775146484375,330.60198974609375,442.151611328125,303.3883056640625,463.6038818359375,669.978759765625
40,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",en_multilingual_blimp_correct_affected.test,49853.30859375,1539.6710205078125,1280.22412109375,821.7904052734375,635.00439453125,526.326904296875,415.1493835449219,518.868408203125,448.5518493652344,462.40814208984375,492.0143127441406,640.7438354492188,931.9337158203125
41,What do they want to hear how you had to go round to the back door of the missionary 's house?,en_multilingual_blimp_correct_affected.test,55484.74609375,433.7270202636719,247.92041015625,240.97923278808594,151.15989685058594,139.87466430664062,181.67364501953125,154.8572540283203,146.81809997558594,131.8126983642578,167.68304443359375,243.56985473632812,263.73779296875
42,"The below site from the US government verifies this-it 's the same for Canada ,too.....",en_multilingual_blimp_correct_affected.test,64698.33984375,3238.485107421875,2097.7060546875,1634.83203125,1226.2386474609375,1852.2078857421875,2268.315673828125,1925.4432373046875,1635.5384521484375,1883.9398193359375,1592.40869140625,1835.3138427734375,3210.513916015625
43,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",en_multilingual_blimp_correct_affected.test,52472.421875,5148.998046875,5222.32763671875,2830.462646484375,2301.314453125,2529.633544921875,3138.081298828125,3605.68017578125,3387.636474609375,3270.634033203125,3844.916015625,4471.466796875,7570.1181640625
44,"In the best case, the clamoring for a ""refund"" subsides.",en_multilingual_blimp_correct_affected.test,49341.01171875,4068.3984375,5974.53173828125,3452.0146484375,4250.35302734375,4872.05029296875,5678.3544921875,5334.4833984375,5028.01904296875,6434.51708984375,6900.412109375,12113.904296875,13162.8056640625
45,Can you accept that the road we are travelling points toward a grim and painful future?,en_multilingual_blimp_correct_affected.test,68830.640625,2100.14599609375,1507.7354736328125,1224.0712890625,1441.018798828125,1424.2025146484375,1372.8468017578125,1255.758056640625,1692.718505859375,1406.0865478515625,1684.8148193359375,1985.630615234375,1680.20166015625
46,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,en_multilingual_blimp_correct_affected.test,59433.359375,7276.14794921875,5705.87646484375,4037.54638671875,2376.519287109375,2195.61767578125,2195.790283203125,2639.044921875,3223.728515625,4588.45751953125,4465.7138671875,6003.048828125,8949.908203125
47,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",en_multilingual_blimp_correct_affected.test,56484.0390625,5080.75732421875,6444.7236328125,7356.6318359375,5846.29248046875,6174.3330078125,8521.6435546875,8399.0537109375,13666.1650390625,15098.3994140625,12968.662109375,15493.6376953125,24161.689453125
48,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",en_multilingual_blimp_correct_affected.test,53990.19921875,2259.099609375,3038.4365234375,2913.033447265625,2567.92236328125,2205.291748046875,1876.45361328125,1979.666015625,1953.2408447265625,2455.40966796875,2719.348876953125,3247.457275390625,3173.06494140625
49,The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,en_multilingual_blimp_correct_affected.test,55429.16015625,2154.15576171875,1343.3948974609375,830.8191528320312,785.5264892578125,618.0795288085938,710.385498046875,635.5150756835938,693.6383056640625,899.687744140625,1391.0975341796875,796.8199462890625,1119.8524169921875
50,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",en_multilingual_blimp_correct_affected.test,53296.80859375,2190.88525390625,2162.39404296875,1485.319580078125,1054.1884765625,1322.6060791015625,1050.8629150390625,1111.9693603515625,1497.9644775390625,1096.7764892578125,1034.834716796875,1736.676025390625,1776.3221435546875
51,"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",en_multilingual_blimp_correct_affected.test,56700.4609375,2471.3623046875,2933.23876953125,2309.5966796875,1932.6871337890625,2891.601806640625,2911.1767578125,3352.751220703125,4005.136474609375,3560.805419921875,4519.60400390625,4730.9248046875,5606.8505859375
52,Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,en_multilingual_blimp_correct_affected.test,50422.92578125,7664.16015625,4889.29052734375,5203.83349609375,5162.603515625,6069.19580078125,6945.57861328125,6693.02197265625,9696.7802734375,8469.0791015625,12816.6806640625,15150.8447265625,21565.587890625
53,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",en_multilingual_blimp_correct_affected.test,54079.30078125,6312.26513671875,5674.9931640625,4080.94580078125,3484.252197265625,3546.80810546875,3524.335205078125,3487.160888671875,4228.431640625,5000.33203125,6057.11669921875,6043.60888671875,7899.509765625
54,"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",en_multilingual_blimp_correct_affected.test,68877.390625,3850.163330078125,4663.68994140625,2990.231689453125,2680.504150390625,2294.30322265625,1850.4874267578125,2348.693115234375,2497.59716796875,2582.979736328125,3237.561767578125,2855.543212890625,4412.71435546875
55,"Then every element of S strictly precedes x, as x is in T.",en_multilingual_blimp_correct_affected.test,52106.79296875,2539.17724609375,6174.92138671875,3006.301513671875,4661.4443359375,6717.9296875,9623.24609375,7846.56103515625,12532.337890625,11858.9638671875,15192.9345703125,13617.6513671875,23863.783203125
56,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",en_multilingual_blimp_correct_affected.test,57904.4140625,4928.04638671875,5247.16455078125,4276.90478515625,3299.453125,3336.19775390625,3691.893798828125,3876.380859375,4639.5439453125,4556.8203125,5505.376953125,5397.9619140625,8010.47509765625
57,"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",en_multilingual_blimp_correct_affected.test,44874.546875,1479.3729248046875,1692.6112060546875,1406.7230224609375,1661.0631103515625,1492.058349609375,1472.1004638671875,1590.5599365234375,1724.8726806640625,1731.84814453125,1738.658935546875,1907.1744384765625,2253.416748046875
58,The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,en_multilingual_blimp_correct_affected.test,68780.3125,1317.4251708984375,957.3715209960938,591.158935546875,462.27056884765625,446.3201904296875,531.6615600585938,563.5076293945312,515.8596801757812,501.1957092285156,612.643798828125,563.021728515625,666.6286010742188
59,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.",en_multilingual_blimp_correct_affected.test,66647.5078125,2121.85205078125,5115.78857421875,3305.774169921875,4897.10205078125,4325.833984375,4353.74169921875,3899.643798828125,4191.47900390625,4971.98681640625,6342.3759765625,7825.853515625,7904.23486328125
60,"Also, every element of S strictly precedes x, as x is in T.",en_multilingual_blimp_correct_affected.test,47622.19921875,3082.543212890625,9100.5908203125,5447.603515625,4915.25634765625,6476.8310546875,9749.6455078125,8782.1015625,15132.5205078125,12856.1591796875,13899.85546875,16110.7578125,23717.646484375
61,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",en_multilingual_blimp_correct_affected.test,58622.58203125,1244.8033447265625,1052.2603759765625,724.2826538085938,559.7719116210938,554.8489990234375,725.8941650390625,828.4609375,929.6581420898438,1012.7439575195312,1257.1510009765625,1405.6837158203125,1622.6395263671875
62,Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,en_multilingual_blimp_correct_affected.test,48499.765625,3060.98828125,1869.379638671875,1337.1363525390625,1091.685546875,943.315673828125,784.0584716796875,899.5825805664062,1155.8990478515625,1174.6226806640625,1866.180419921875,1547.4012451171875,1705.9993896484375
63,"China 's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",en_multilingual_blimp_correct_affected.test,56278.26171875,2196.35693359375,1398.265869140625,1104.6947021484375,1199.80615234375,878.5473022460938,803.380859375,1030.379150390625,1024.4322509765625,1063.2025146484375,1220.3338623046875,1690.3270263671875,2136.031005859375
64,"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",en_multilingual_blimp_correct_affected.test,66213.2265625,2471.350341796875,3551.465576171875,2679.626220703125,2409.854248046875,1915.8251953125,2000.1146240234375,2098.173095703125,2633.623046875,3171.2197265625,3029.931884765625,3238.982421875,4916.7236328125
65,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",en_multilingual_blimp_correct_affected.test,55356.89453125,549.3676147460938,612.646728515625,508.9415588378906,448.4047546386719,382.58758544921875,372.05780029296875,408.9493408203125,408.7995910644531,467.3631896972656,468.0768737792969,525.7642822265625,696.6719970703125
66,"Indeed, its three-year plan for economic innovation, announced in February, aims to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",en_multilingual_blimp_correct_affected.test,56108.91796875,5873.72119140625,7756.3662109375,5784.466796875,4066.803955078125,4414.0693359375,4179.009765625,4935.57177734375,5966.5771484375,6033.10498046875,6567.30517578125,7110.5791015625,9713.931640625
67,"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.",en_multilingual_blimp_correct_affected.test,59820.94921875,4397.31787109375,3879.705322265625,3307.555908203125,2136.237548828125,1581.65673828125,1859.4776611328125,2230.450927734375,2455.612060546875,2438.272705078125,3082.737060546875,5371.53515625,4394.689453125
68,I have to say the value of this place always amazes me.,en_multilingual_blimp_correct_affected.test,82630.6484375,327.8389587402344,214.8936767578125,213.5758819580078,165.4580078125,144.91815185546875,174.11326599121094,145.6660919189453,133.00732421875,193.5335693359375,182.88735961914062,230.27052307128906,207.64407348632812
69,"The mycelium, in the right conditions, produces a mushroom - it bursts through with such ferocity that it can break asphalt.",en_multilingual_blimp_correct_affected.test,50564.0703125,3133.541748046875,4444.49169921875,2411.8212890625,2017.7913818359375,1518.5966796875,1901.6904296875,1912.4154052734375,2311.344970703125,2225.71240234375,2394.70166015625,1948.526123046875,3178.486328125
70,The title page of the 1594 edition of Titus Andronicus reveals that the play had been acted by three different troupes.,en_multilingual_blimp_correct_affected.test,58878.4609375,3525.9287109375,2051.72998046875,1766.44970703125,1327.863525390625,1721.966796875,1660.779541015625,1808.018310546875,1684.390625,1940.4281005859375,1839.6456298828125,2617.857421875,3288.455322265625
71,"In the photo on the couch, the pillow she is resting on clashes with everything else in the shot.",en_multilingual_blimp_correct_affected.test,62236.99609375,976.6604614257812,1346.8681640625,980.4947509765625,904.4954833984375,946.5499267578125,1190.7637939453125,1145.1004638671875,1025.146728515625,1475.6446533203125,1763.41064453125,2136.21923828125,2943.1005859375
72,"But Carney argues that, on the contrary, the rest of the British economy benefits from having a global financial center in its midst.",en_multilingual_blimp_correct_affected.test,57740.8046875,1482.797607421875,1716.036376953125,1584.080322265625,1102.11767578125,804.2628173828125,784.5760498046875,850.7243041992188,1006.3736572265625,1297.7421875,1525.215087890625,1637.882080078125,1893.8836669921875
73,"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aims to reduce the environmental impacts of products across the whole of their life cycle.",en_multilingual_blimp_correct_affected.test,61599.20703125,2102.75537109375,1288.948486328125,1010.3784790039062,996.650634765625,911.8721923828125,848.1033325195312,901.2863159179688,1092.81884765625,1304.9608154296875,1486.0606689453125,2031.73876953125,2057.647705078125
74,"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",en_multilingual_blimp_correct_affected.test,55856.59765625,534.960693359375,481.1003723144531,324.5871887207031,371.0238952636719,283.51727294921875,278.6584167480469,272.98724365234375,266.44769287109375,332.9849853515625,201.0630340576172,231.19041442871094,345.7251281738281
75,"Of course the paper written by Mr Eichelberger and his Egyptian collaborators states that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",en_multilingual_blimp_correct_affected.test,57068.26953125,2383.112060546875,1520.754638671875,1466.03759765625,1734.589599609375,1318.6695556640625,1056.597900390625,1182.0338134765625,1390.917724609375,1295.7567138671875,1473.850830078125,1652.4488525390625,1946.2716064453125
76,"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – relies on radiation to sterilize males, which are then released into infested areas to mate.",en_multilingual_blimp_correct_affected.test,53938.73828125,8472.73046875,8301.9462890625,6794.5390625,5535.7236328125,5858.91796875,4910.908203125,4912.04638671875,5271.0927734375,5353.53369140625,5217.81787109375,6036.7255859375,10679.732421875
77,"The name ""Caribbean"" derives from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",en_multilingual_blimp_correct_affected.test,62222.75,2131.723876953125,1219.0096435546875,1049.312255859375,620.9020385742188,498.1039123535156,386.82763671875,435.04168701171875,454.6378173828125,501.1813659667969,541.0394897460938,549.6220703125,701.7869262695312
78,"The centrality of a father in this novel matches Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",en_multilingual_blimp_correct_affected.test,62442.40234375,6466.02490234375,9789.26953125,7808.087890625,6339.93896484375,4563.04736328125,3943.918701171875,4282.84326171875,5407.6796875,6234.15771484375,7600.48583984375,8290.7744140625,10573.4443359375
79,Another theme of the Skylark novels involves precursors of modern information technology.,en_multilingual_blimp_correct_affected.test,58126.66796875,6067.8935546875,3270.97412109375,2118.045166015625,1976.4091796875,1767.071533203125,1094.4114990234375,1346.5355224609375,1952.53955078125,2358.203857421875,1759.797119140625,2195.15380859375,3192.5703125
80,"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligates ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system.",en_multilingual_blimp_correct_affected.test,59961.80078125,6214.95947265625,2516.77294921875,2235.42431640625,1981.6578369140625,1780.4578857421875,1748.7978515625,1914.1011962890625,2360.1826171875,3139.955322265625,2843.5400390625,3501.196533203125,4080.63818359375
81,"If you move the line downward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line lengthens.",en_multilingual_blimp_correct_affected.test,60620.140625,3569.152099609375,4759.556640625,2952.96728515625,1630.8128662109375,1764.986328125,1687.3980712890625,1938.166259765625,2141.564697265625,1510.498046875,1934.9195556640625,4565.54150390625,3354.989990234375
82,"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line lengthens.",en_multilingual_blimp_correct_affected.test,58616.48828125,1276.1380615234375,1247.0181884765625,896.500732421875,517.063232421875,520.7010498046875,470.9789123535156,488.2836608886719,565.8142700195312,483.2821350097656,544.5224609375,858.5584106445312,795.4324340820312
83,"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line contracts.",en_multilingual_blimp_correct_affected.test,58974.33203125,1107.320556640625,1198.3892822265625,798.1136474609375,491.5947570800781,526.4303588867188,457.9847412109375,485.3668518066406,543.4617919921875,460.88372802734375,521.0077514648438,794.099609375,689.9954223632812
