,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
41,"Lisede İngilizce öğretmenliği yapan Esin yengeme ""Ben İngilizceyi hatırlıyorum"" dediğimi; hatta bana İngilizce birkaç cümle söylediğini ve Türkçeye çevirdiğimi hatırlıyorum.",tr_multilingual_blimp_correct_affected.test,37775.7265625,6466.2900390625,4595.3330078125,2768.125732421875,2827.767333984375,2226.508544921875,1550.97802734375,1310.4581298828125,1217.6431884765625,1348.53271484375,1751.8282470703125,2188.264404296875,1895.356201171875
42,Biz de kalkıp ilk gördüğümüz sinemaya daldık!,tr_multilingual_blimp_correct_affected.test,28950.31640625,6909.044921875,6425.83984375,2804.385009765625,2366.21142578125,2468.818115234375,1391.8970947265625,1448.5604248046875,1227.354736328125,1742.820556640625,1499.4244384765625,2120.539306640625,1371.4171142578125
43,"Ben, altın dişini çatır çatır söktüklerini gözlerimle gördüm.",tr_multilingual_blimp_correct_affected.test,32953.1015625,3814.554443359375,1562.74462890625,654.5342407226562,463.7276611328125,406.45220947265625,353.39373779296875,327.5484619140625,226.6470947265625,322.40478515625,326.52484130859375,432.385009765625,611.2457885742188
44,"Biz, ayna-ses'le yankı-ses'le ilgili olsak bile, anne değilsek, insan yavrusunun isteklerini yakıştırarak çıkarmaya çalışırız.",tr_multilingual_blimp_correct_affected.test,29385.05078125,7740.3466796875,5683.70751953125,7549.40478515625,7391.8515625,8649.6669921875,9135.51171875,8044.12060546875,11755.1142578125,12229.90234375,10786.8720703125,15378.2421875,17436.736328125
45,Ben bir an bile şüphe etmedim.,tr_multilingual_blimp_correct_affected.test,31993.412109375,1032.825927734375,205.8232421875,154.5273895263672,176.3308868408203,93.14315795898438,120.07825469970703,123.57471466064453,114.51595306396484,201.65890502929688,154.9764862060547,119.93450927734375,130.51150512695312
46,Ben üstümdeki elbise ile ve el çantamdaki iki çorapla kaldım.,tr_multilingual_blimp_correct_affected.test,32455.267578125,2140.440673828125,964.35546875,711.7339477539062,713.6669311523438,580.884521484375,584.8539428710938,482.88275146484375,528.7848510742188,353.1728820800781,546.0958251953125,529.399169921875,569.15673828125
47,"Biz nükleer silahların kontrolünü çok şey iyi sanmıyoruz, ancak konvansiyonel silah görüşmelerinde Doğu Avrupayı demilitarize edebilir.",tr_multilingual_blimp_correct_affected.test,35814.48828125,3303.461181640625,1351.37841796875,1116.5146484375,933.7578735351562,1051.472900390625,1190.2518310546875,1103.6153564453125,857.9081420898438,1391.4033203125,1486.6502685546875,1471.1685791015625,1556.134765625
48,"Sanırım hepimiz burada geçici olarak yaşıyoruz, beklenen ama korkunç artçı şoku bekliyoruz.",tr_multilingual_blimp_correct_affected.test,32501.263671875,3087.715576171875,1911.3897705078125,1547.9835205078125,1257.96533203125,1165.377685546875,1285.339599609375,1393.827880859375,1154.60302734375,846.3592529296875,1200.4962158203125,1012.8289794921875,1237.135009765625
49,`` Biz bütün bu piyasanın ciddi bir ekonomik kriz ile nasıl çalışacağını bilmiyoruz. '',tr_multilingual_blimp_correct_affected.test,31618.474609375,2806.24169921875,547.1600952148438,516.3681640625,396.0787658691406,338.4020080566406,357.0179748535156,401.7603759765625,367.4077453613281,496.77325439453125,588.091796875,649.6952514648438,625.3038330078125
50,Ben de en yararlı insanlar için en yararlı konutları yapmak gerekir diye düşündüm dedi.,tr_multilingual_blimp_correct_affected.test,42149.1015625,1859.5947265625,699.7603149414062,669.4827880859375,438.3695068359375,542.4262084960938,453.0910949707031,606.4202270507812,619.7708740234375,747.8320922851562,688.461669921875,1116.04736328125,1326.3265380859375
51,"Biz, telif eser ayarında bir sanat kıymeti taşıyan tercümelere teşekkür edelim.",tr_multilingual_blimp_correct_affected.test,43279.73828125,3954.860595703125,1380.811767578125,1525.4798583984375,1115.205810546875,1120.078857421875,1066.1689453125,1727.9151611328125,1712.3516845703125,2159.157958984375,1891.6624755859375,2707.9970703125,3031.114013671875
52,"Ben, Anafartalar'da Mustafa Kemal'in bulunduğu en ön siperlerde de kurşun attım.",tr_multilingual_blimp_correct_affected.test,36745.9609375,2228.2939453125,953.2539672851562,975.883544921875,777.6757202148438,661.9058837890625,645.2183227539062,626.3626708984375,577.5159301757812,976.22607421875,1188.27099609375,1089.9249267578125,1547.865478515625
53,Zaten galiba en küçük oğlun ölümcül bir hastalığı olduğuna hiçbirimiz inanmak istemiyorduk.,tr_multilingual_blimp_correct_affected.test,30460.85546875,4348.46728515625,1775.427978515625,1986.9840087890625,1943.073486328125,1545.4478759765625,1145.430419921875,1204.203369140625,1244.72314453125,1561.759033203125,1622.61181640625,2180.234375,1583.5576171875
54,"Babam onlara şunu söylemiş ti : ""Ben kızımı balığa yem yaparım da bu aileye vermem."" Annem kız kardeşimi Antakya'da yaşayan teyzeme gönderdi.",tr_multilingual_blimp_correct_affected.test,34422.0,6038.302734375,3833.953369140625,2101.995361328125,2251.22900390625,1831.151123046875,2139.621337890625,2208.64453125,2060.26708984375,1932.9820556640625,2574.93994140625,3305.282470703125,3422.607177734375
55,Ben ikisini de görmedim.,tr_multilingual_blimp_correct_affected.test,21412.48046875,748.8872680664062,220.14053344726562,155.35443115234375,186.99581909179688,125.57957458496094,68.39630889892578,57.811710357666016,101.75690460205078,100.53199005126953,157.13616943359375,71.85249328613281,120.23220825195312
56,"Ben se o günlerde, bütün gücümle İngiltere'de öğrendiklerimi değerlendirerek doçentlik tezimi yazıyordum.",tr_multilingual_blimp_correct_affected.test,34192.80859375,4372.29052734375,2570.885009765625,2022.5887451171875,1796.261962890625,1580.9049072265625,1124.66064453125,1343.0087890625,1158.6273193359375,1146.184814453125,1744.5709228515625,1547.908935546875,1576.33642578125
57,Ben de ona bu yüzden sert çıkıştım.,tr_multilingual_blimp_correct_affected.test,26766.4453125,494.3172607421875,297.91131591796875,318.5461120605469,295.6731872558594,248.55877685546875,204.6310272216797,143.4901123046875,228.43397521972656,177.5275421142578,152.11331176757812,216.655029296875,112.81916809082031
58,"Ben de, ""Hani siz YÖK'e karşı ydınız, yapmadığı yok, niye çağırdınız?"" dedim.",tr_multilingual_blimp_correct_affected.test,31751.4296875,3056.901123046875,3672.0126953125,5359.71484375,4348.45068359375,3808.505859375,3983.39697265625,4997.78173828125,6620.41015625,7553.19970703125,8626.7734375,8502.7451171875,13590.7958984375
59,Ben konuşsam.,tr_multilingual_blimp_correct_affected.test,59080.671875,4429.841796875,2912.94287109375,3098.7216796875,3000.824462890625,5744.47314453125,4341.609375,2559.499755859375,2541.57568359375,4003.75390625,7466.9326171875,7774.34716796875,5307.294921875
60,"Yahudi kâtip de, genç tayfaya, ""Şimdi git"" der, ""her yerde bu gece yaşadıklarını, bütün öyküyü anlat. "" Kim bilir kaç cümle kurdun bugüne dek, şiirle hayatın kesişme noktasına göndermeleri olan: Ben, şiir ya da deneme, yazarak kendime bir yaşama alanı açıyorum.",tr_multilingual_blimp_correct_affected.test,30187.021484375,5304.1630859375,4407.1416015625,4483.1279296875,3643.016357421875,3114.441650390625,2483.118896484375,2946.5673828125,2940.0751953125,2968.715087890625,3789.037109375,4061.443603515625,4508.802734375
61,"Biz işte aile gibi bir şeyiz burada, büyük hanımı da kendimize uydurduk, yuvarlanıp gidiyoruz.",tr_multilingual_blimp_correct_affected.test,41607.19140625,1285.877197265625,693.9996337890625,509.4320068359375,569.0611572265625,642.0397338867188,654.5648803710938,816.0354614257812,962.9227905273438,788.556640625,819.1038818359375,1217.67333984375,1163.89892578125
62,Ben de ondan iki sene sonra geliyorum ya.,tr_multilingual_blimp_correct_affected.test,35157.8671875,1297.7069091796875,894.126220703125,879.8444213867188,701.6236572265625,654.05322265625,810.5016479492188,830.2579956054688,924.7721557617188,1025.0914306640625,887.268798828125,1115.255126953125,1094.4495849609375
63,Ben vahim durumu aktarıyorum.,tr_multilingual_blimp_correct_affected.test,28656.208984375,8683.6865234375,5295.681640625,5288.11181640625,3914.514892578125,4403.0,2722.91455078125,5028.03857421875,3682.89501953125,6272.814453125,5994.798828125,5309.61865234375,3633.11083984375
64,Ben kendi hesabıma bir parça Fransızca öğrenebilmek için akla karayı seçtim.,tr_multilingual_blimp_correct_affected.test,38199.84375,2734.033203125,2010.7366943359375,1665.3831787109375,1461.486083984375,1233.2587890625,1129.4000244140625,1361.2781982421875,2153.684326171875,1963.966064453125,2522.4931640625,2580.810546875,2934.9248046875
65,Ben içmem.,tr_multilingual_blimp_correct_affected.test,91629.40625,11124.99609375,11883.0439453125,23404.962890625,9003.1220703125,6999.8994140625,3395.64501953125,4150.70166015625,4950.57666015625,3147.44140625,4817.02001953125,3681.652099609375,4231.34423828125
66,"Ben, kendi hesabıma, bir denizin kenarında elimde bir rakı bardağı ve yanımda Isabelle Adjani ile oturduğumda mutlu oluyorum.",tr_multilingual_blimp_correct_affected.test,36051.83203125,7834.70947265625,5815.513671875,3589.366455078125,3200.77685546875,3435.082275390625,3494.05517578125,4473.50146484375,4069.822265625,5027.3095703125,6816.18994140625,6359.6376953125,7128.27978515625
67,"Ben de börekleri haliyle pencereden dışarıya altımızda ki zemin katında yatan adi mahpusların gezindikleri yere savurup attım.""",tr_multilingual_blimp_correct_affected.test,37048.5390625,9801.619140625,3697.365966796875,2450.257568359375,2249.597900390625,2787.005615234375,2434.422607421875,2490.66943359375,2946.3427734375,2800.52978515625,3272.237548828125,5469.4306640625,4579.05908203125
68,"Ben, serin bir esinti bulmak umuduyla ta babafingonun başına tırmandım.",tr_multilingual_blimp_correct_affected.test,36592.82421875,3975.59423828125,1360.7427978515625,1005.6785888671875,1112.48583984375,1335.9376220703125,1202.66259765625,1515.1676025390625,2021.20703125,2045.4752197265625,1649.5667724609375,1932.081787109375,2222.95263671875
69,""" Biz herkesten daha hızlı bir şekilde ürünler geliştirmeye devam ediyoruz. """,tr_multilingual_blimp_correct_affected.test,49943.34375,1345.0203857421875,253.496826171875,234.7669677734375,256.255615234375,289.1277770996094,261.14178466796875,222.61602783203125,229.00852966308594,205.12937927246094,255.11129760742188,424.8796691894531,339.73162841796875
70,Ben sana bu sabah söylediydim.,tr_multilingual_blimp_correct_affected.test,26751.439453125,2602.458740234375,2505.8388671875,2970.824951171875,1960.9566650390625,1499.6983642578125,1239.8817138671875,2014.56494140625,2276.222900390625,2813.57080078125,5182.107421875,4815.58740234375,8408.0947265625
71,"Biz yoğun bir tempoyla çalışırız, umarım bize ayak uydurmakta güçlük çekmezsiniz.",tr_multilingual_blimp_correct_affected.test,36118.5625,7849.24072265625,2391.108642578125,1657.93505859375,1199.8192138671875,901.99609375,700.0049438476562,760.23193359375,792.6015625,612.0420532226562,627.50732421875,871.0526733398438,700.739990234375
72,""" Biz yok olan bir türüz "" diyerek düşüncelere dalıyor.",tr_multilingual_blimp_correct_affected.test,31586.6796875,1319.814453125,635.5736083984375,400.52984619140625,355.33148193359375,366.8940734863281,388.880126953125,386.28057861328125,370.67022705078125,496.2919006347656,587.6368408203125,488.7833251953125,436.11322021484375
73,Ben onu bir an önce eve getirmek istemiştim ama veteriner İki ay dolmadan annesinden ayırmayın.,tr_multilingual_blimp_correct_affected.test,36730.546875,4368.4482421875,1530.1168212890625,1308.396484375,1133.6824951171875,1089.4925537109375,1017.8200073242188,1072.0069580078125,1028.3450927734375,1570.9234619140625,1684.3184814453125,1525.8065185546875,1412.1500244140625
74,Ben şaşırdım.,tr_multilingual_blimp_correct_affected.test,38549.9296875,4862.67822265625,31250.466796875,138872.09375,63810.98828125,27544.138671875,10451.9052734375,24692.36328125,28639.2421875,10843.1865234375,31404.05859375,60299.55859375,36431.74609375
75,— Tabii. Ben yaptım.,tr_multilingual_blimp_correct_affected.test,44194.00390625,2853.074462890625,9117.078125,15996.1806640625,11620.5,10321.6474609375,8636.931640625,39000.69921875,18241.8515625,29433.740234375,51756.203125,87973.2109375,70860.4375
76,"Biz biliriz, başkası bilmez!",tr_multilingual_blimp_correct_affected.test,25633.568359375,4280.9853515625,1559.171142578125,3453.430419921875,2724.88232421875,2486.627685546875,2282.422607421875,2844.718505859375,2513.706298828125,2651.64892578125,2628.192138671875,4280.45458984375,2797.33203125
77,Ben de istedim pilav.,tr_multilingual_blimp_correct_affected.test,49811.015625,3277.687744140625,3501.73095703125,6777.05322265625,4073.231689453125,5280.9599609375,5519.22412109375,6396.93115234375,14222.2236328125,7820.48876953125,12296.9736328125,13269.9140625,10432.505859375
78,Biz de uğultularla denizin ardı sıra / Başka bir deniz gibi dağdan aktık bayıra,tr_multilingual_blimp_correct_affected.test,35625.328125,5887.51220703125,3169.517333984375,1950.8858642578125,2718.02294921875,3171.4345703125,3202.6181640625,3575.614990234375,4813.103515625,3644.983154296875,3396.335205078125,7450.9345703125,7557.38623046875
79,"Bay Steidtmann diyor ki : "" Ben çift kutuplu bir Noel arıyorum. """,tr_multilingual_blimp_correct_affected.test,36191.2109375,2139.19873046875,801.9498291015625,405.36541748046875,379.5641174316406,308.4638366699219,305.8138732910156,333.7949523925781,430.3402099609375,429.0712890625,326.7615966796875,537.0362548828125,642.037841796875
80,"Ben İstanbul'a gidiyorum, benimle gelir misiniz?",tr_multilingual_blimp_correct_affected.test,37677.14453125,678.0382080078125,219.13742065429688,199.62681579589844,171.67041015625,156.18588256835938,107.33352661132812,105.17106628417969,97.1877212524414,110.2511215209961,115.84593963623047,121.68421173095703,218.45437622070312
81,"Ben, bir hayalet kadar zayıf, on altı yaşında, çarliston pantolonlu, şık fesli bir mektepli efendiydim.",tr_multilingual_blimp_correct_affected.test,36016.609375,1982.583251953125,1147.4666748046875,1161.373046875,1128.9569091796875,1235.42724609375,1262.783447265625,1388.2520751953125,1670.506591796875,1101.0869140625,1488.126953125,1842.2967529296875,2063.745849609375
82,"Ben Erol Simavi ve Mehmet Ali Yılmaz'dan izin isteyip, kalktım, Özal'ın dairesinin bulunduğu kata çıktım.",tr_multilingual_blimp_correct_affected.test,32154.119140625,6138.0380859375,4394.7099609375,3889.1630859375,2867.248779296875,2370.4677734375,2542.111328125,2506.5009765625,3105.484375,2741.157958984375,3763.058837890625,4233.07568359375,5274.44189453125
